scope,metric,n,eligible_papers,mean,median,q1,q3,min,max,paper_normalized_mean,paper_normalized_median,conference_equal_paper_normalized_mean
module=Algorithm 3 data-flow diagram,complexity,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
module=Algorithm 3 data-flow diagram,font_size_min,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
module=Algorithm 3 data-flow diagram,font_size_median,1,1,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
module=Algorithm 3 data-flow diagram,font_size_max,1,1,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
module=Algorithm 3 data-flow diagram,color_count,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=Algorithm 3 data-flow diagram,marker_types,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=Algorithm 3 data-flow diagram,line_styles,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=Algorithm 3 data-flow diagram,reference_lines,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=Algorithm 3 data-flow diagram,line_width_pt,1,1,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
module=Appendix / GenEval text-to-image,caption_words,1,1,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
module=Appendix / GenEval text-to-image,panels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=Appendix / GenEval text-to-image,font_size_min,1,1,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
module=Appendix / GenEval text-to-image,font_size_median,1,1,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
module=Appendix / GenEval text-to-image,font_size_max,1,1,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
module=Appendix / GenEval text-to-image,table_rows,1,1,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
module=Appendix / GenEval text-to-image,table_columns,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=Appendix / GenEval text-to-image,table_header_levels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=Appendix / GenEval text-to-image,decimal_precision,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=Appendix / ImgEdit-Bench,caption_words,1,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
module=Appendix / ImgEdit-Bench,panels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=Appendix / ImgEdit-Bench,font_size_min,1,1,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
module=Appendix / ImgEdit-Bench,font_size_median,1,1,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
module=Appendix / ImgEdit-Bench,font_size_max,1,1,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
module=Appendix / ImgEdit-Bench,table_rows,1,1,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
module=Appendix / ImgEdit-Bench,table_columns,1,1,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
module=Appendix / ImgEdit-Bench,table_header_levels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=Appendix / ImgEdit-Bench,decimal_precision,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=Appendix / V2VBench,caption_words,1,1,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0
module=Appendix / V2VBench,panels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=Appendix / V2VBench,font_size_min,1,1,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
module=Appendix / V2VBench,font_size_median,1,1,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
module=Appendix / V2VBench,font_size_max,1,1,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
module=Appendix / V2VBench,table_rows,1,1,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
module=Appendix / V2VBench,table_columns,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=Appendix / V2VBench,table_header_levels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=Appendix / V2VBench,table_row_groups,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=Appendix / V2VBench,decimal_precision,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=Appendix / VBench text-to-video,caption_words,1,1,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0
module=Appendix / VBench text-to-video,panels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=Appendix / VBench text-to-video,font_size_min,1,1,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
module=Appendix / VBench text-to-video,font_size_median,1,1,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
module=Appendix / VBench text-to-video,font_size_max,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=Appendix / VBench text-to-video,table_rows,1,1,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
module=Appendix / VBench text-to-video,table_columns,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
module=Appendix / VBench text-to-video,table_header_levels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=Appendix / VBench text-to-video,decimal_precision,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=Appendix / detailed training dataset statistics,caption_words,1,1,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0
module=Appendix / detailed training dataset statistics,panels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=Appendix / detailed training dataset statistics,font_size_min,1,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
module=Appendix / detailed training dataset statistics,font_size_median,1,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
module=Appendix / detailed training dataset statistics,font_size_max,1,1,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
module=Appendix / detailed training dataset statistics,table_rows,1,1,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0
module=Appendix / detailed training dataset statistics,table_columns,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
module=Appendix / detailed training dataset statistics,table_header_levels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=Appendix / detailed training dataset statistics,table_row_groups,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
module=Appendix / efficiency limitation,caption_words,1,1,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
module=Appendix / efficiency limitation,panels,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=Appendix / efficiency limitation,series,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=Appendix / efficiency limitation,legend_items,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=Appendix / efficiency limitation,annotations,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=Appendix / efficiency limitation,data_marks_estimate,1,1,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
module=Appendix / efficiency limitation,complexity,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=Appendix / efficiency limitation,font_size_min,1,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
module=Appendix / efficiency limitation,font_size_median,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=Appendix / efficiency limitation,font_size_max,1,1,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
module=Appendix / efficiency limitation,color_count,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=Appendix / efficiency limitation,marker_types,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=Appendix / efficiency limitation,line_styles,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=Appendix / efficiency limitation,reference_lines,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=Appendix / efficiency limitation,line_width_pt,1,1,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
module=Appendix / inference efficiency,caption_words,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=Appendix / inference efficiency,panels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=Appendix / inference efficiency,font_size_min,1,1,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5
module=Appendix / inference efficiency,font_size_median,1,1,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5
module=Appendix / inference efficiency,font_size_max,1,1,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
module=Appendix / inference efficiency,table_rows,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
module=Appendix / inference efficiency,table_columns,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
module=Appendix / inference efficiency,table_header_levels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=Appendix / limitations / failure cases,caption_words,1,1,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0
module=Appendix / limitations / failure cases,panels,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=Appendix / limitations / failure cases,legend_items,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=Appendix / limitations / failure cases,annotations,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=Appendix / limitations / failure cases,data_marks_estimate,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=Appendix / limitations / failure cases,complexity,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=Appendix / limitations / failure cases,font_size_min,1,1,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
module=Appendix / limitations / failure cases,font_size_median,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=Appendix / limitations / failure cases,font_size_max,1,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
module=Appendix / limitations / failure cases,color_count,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=Appendix / limitations / failure cases,line_styles,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=Appendix / limitations / failure cases,reference_lines,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=Appendix / limitations / failure cases,line_width_pt,1,1,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
module=Appendix 9.1 / auto-decoder implementation,caption_words,1,1,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0
module=Appendix 9.1 / auto-decoder implementation,panels,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=Appendix 9.1 / auto-decoder implementation,legend_items,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=Appendix 9.1 / auto-decoder implementation,annotations,1,1,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
module=Appendix 9.1 / auto-decoder implementation,complexity,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
module=Appendix 9.1 / auto-decoder implementation,font_size_min,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
module=Appendix 9.1 / auto-decoder implementation,font_size_median,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=Appendix 9.1 / auto-decoder implementation,font_size_max,1,1,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
module=Appendix 9.1 / auto-decoder implementation,color_count,1,1,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
module=Appendix 9.1 / auto-decoder implementation,marker_types,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=Appendix 9.1 / auto-decoder implementation,line_styles,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=Appendix 9.1 / auto-decoder implementation,reference_lines,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=Appendix 9.1 / auto-decoder implementation,line_width_pt,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=Appendix 9.2 / Chamfer evolution,caption_words,1,1,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
module=Appendix 9.2 / Chamfer evolution,panels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=Appendix 9.2 / Chamfer evolution,series,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=Appendix 9.2 / Chamfer evolution,legend_items,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=Appendix 9.2 / Chamfer evolution,annotations,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=Appendix 9.2 / Chamfer evolution,data_marks_estimate,1,1,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
module=Appendix 9.2 / Chamfer evolution,complexity,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=Appendix 9.2 / Chamfer evolution,font_size_min,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
module=Appendix 9.2 / Chamfer evolution,font_size_median,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=Appendix 9.2 / Chamfer evolution,font_size_max,1,1,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
module=Appendix 9.2 / Chamfer evolution,color_count,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
module=Appendix 9.2 / Chamfer evolution,marker_types,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=Appendix 9.2 / Chamfer evolution,line_styles,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=Appendix 9.2 / Chamfer evolution,reference_lines,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=Appendix 9.2 / Chamfer evolution,line_width_pt,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=Appendix 9.3 / additional novel pose results,caption_words,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
module=Appendix 9.3 / additional novel pose results,panels,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
module=Appendix 9.3 / additional novel pose results,legend_items,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=Appendix 9.3 / additional novel pose results,annotations,1,1,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
module=Appendix 9.3 / additional novel pose results,complexity,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
module=Appendix 9.3 / additional novel pose results,font_size_min,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
module=Appendix 9.3 / additional novel pose results,font_size_median,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=Appendix 9.3 / additional novel pose results,font_size_max,1,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
module=Appendix 9.3 / additional novel pose results,color_count,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=Appendix 9.3 / additional novel pose results,marker_types,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=Appendix 9.3 / additional novel pose results,line_styles,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=Appendix 9.3 / additional novel pose results,reference_lines,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=Appendix 9.3 / additional novel pose results,line_width_pt,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=Appendix 9.3 / fixed geometry feature across poses,caption_words,1,1,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
module=Appendix 9.3 / fixed geometry feature across poses,panels,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=Appendix 9.3 / fixed geometry feature across poses,series,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
module=Appendix 9.3 / fixed geometry feature across poses,legend_items,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
module=Appendix 9.3 / fixed geometry feature across poses,annotations,1,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
module=Appendix 9.3 / fixed geometry feature across poses,complexity,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
module=Appendix 9.3 / fixed geometry feature across poses,font_size_min,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
module=Appendix 9.3 / fixed geometry feature across poses,font_size_median,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=Appendix 9.3 / fixed geometry feature across poses,font_size_max,1,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
module=Appendix 9.3 / fixed geometry feature across poses,color_count,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=Appendix 9.3 / fixed geometry feature across poses,marker_types,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=Appendix 9.3 / fixed geometry feature across poses,line_styles,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=Appendix 9.3 / fixed geometry feature across poses,reference_lines,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=Appendix 9.3 / fixed geometry feature across poses,line_width_pt,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=Appendix 9.3 / full-training matched cases,caption_words,1,1,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
module=Appendix 9.3 / full-training matched cases,panels,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=Appendix 9.3 / full-training matched cases,series,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=Appendix 9.3 / full-training matched cases,legend_items,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=Appendix 9.3 / full-training matched cases,annotations,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=Appendix 9.3 / full-training matched cases,complexity,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=Appendix 9.3 / full-training matched cases,font_size_min,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
module=Appendix 9.3 / full-training matched cases,font_size_median,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=Appendix 9.3 / full-training matched cases,font_size_max,1,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
module=Appendix 9.3 / full-training matched cases,color_count,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=Appendix 9.3 / full-training matched cases,marker_types,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=Appendix 9.3 / full-training matched cases,line_styles,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=Appendix 9.3 / full-training matched cases,reference_lines,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=Appendix 9.3 / full-training matched cases,line_width_pt,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=Appendix 9.4 / body-shape and gender conditioning,caption_words,1,1,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0
module=Appendix 9.4 / body-shape and gender conditioning,panels,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
module=Appendix 9.4 / body-shape and gender conditioning,series,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
module=Appendix 9.4 / body-shape and gender conditioning,legend_items,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=Appendix 9.4 / body-shape and gender conditioning,annotations,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
module=Appendix 9.4 / body-shape and gender conditioning,complexity,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=Appendix 9.4 / body-shape and gender conditioning,font_size_min,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
module=Appendix 9.4 / body-shape and gender conditioning,font_size_median,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=Appendix 9.4 / body-shape and gender conditioning,font_size_max,1,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
module=Appendix 9.4 / body-shape and gender conditioning,color_count,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
module=Appendix 9.4 / body-shape and gender conditioning,marker_types,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=Appendix 9.4 / body-shape and gender conditioning,line_styles,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=Appendix 9.4 / body-shape and gender conditioning,reference_lines,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=Appendix 9.4 / body-shape and gender conditioning,line_width_pt,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=Appendix 9.4 / loose clothing and hair,caption_words,1,1,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0
module=Appendix 9.4 / loose clothing and hair,panels,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=Appendix 9.4 / loose clothing and hair,series,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=Appendix 9.4 / loose clothing and hair,legend_items,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=Appendix 9.4 / loose clothing and hair,annotations,1,1,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
module=Appendix 9.4 / loose clothing and hair,complexity,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
module=Appendix 9.4 / loose clothing and hair,font_size_min,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
module=Appendix 9.4 / loose clothing and hair,font_size_median,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=Appendix 9.4 / loose clothing and hair,font_size_max,1,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
module=Appendix 9.4 / loose clothing and hair,color_count,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=Appendix 9.4 / loose clothing and hair,marker_types,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=Appendix 9.4 / loose clothing and hair,line_styles,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=Appendix 9.4 / loose clothing and hair,reference_lines,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=Appendix 9.4 / loose clothing and hair,line_width_pt,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=Appendix 9.4 / loose-clothing deformation,caption_words,1,1,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
module=Appendix 9.4 / loose-clothing deformation,panels,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
module=Appendix 9.4 / loose-clothing deformation,series,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=Appendix 9.4 / loose-clothing deformation,legend_items,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=Appendix 9.4 / loose-clothing deformation,annotations,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=Appendix 9.4 / loose-clothing deformation,complexity,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
module=Appendix 9.4 / loose-clothing deformation,font_size_min,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
module=Appendix 9.4 / loose-clothing deformation,font_size_median,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=Appendix 9.4 / loose-clothing deformation,font_size_max,1,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
module=Appendix 9.4 / loose-clothing deformation,color_count,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=Appendix 9.4 / loose-clothing deformation,marker_types,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=Appendix 9.4 / loose-clothing deformation,line_styles,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=Appendix 9.4 / loose-clothing deformation,reference_lines,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=Appendix 9.4 / loose-clothing deformation,line_width_pt,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=Appendix 9.5 / identity interpolation,caption_words,1,1,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0
module=Appendix 9.5 / identity interpolation,panels,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=Appendix 9.5 / identity interpolation,legend_items,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=Appendix 9.5 / identity interpolation,annotations,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=Appendix 9.5 / identity interpolation,complexity,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=Appendix 9.5 / identity interpolation,font_size_min,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
module=Appendix 9.5 / identity interpolation,font_size_median,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=Appendix 9.5 / identity interpolation,font_size_max,1,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
module=Appendix 9.5 / identity interpolation,color_count,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
module=Appendix 9.5 / identity interpolation,marker_types,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=Appendix 9.5 / identity interpolation,line_styles,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=Appendix 9.5 / identity interpolation,reference_lines,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=Appendix 9.5 / identity interpolation,line_width_pt,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=Appendix 9.5 / outerwear interpolation,caption_words,1,1,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
