statistic,value,figure_count,figure_share,papers_present,paper_prevalence,conference_equal_paper_prevalence
hex,#B0DCA0,1,0.000326,1,0.004,0.005
hex,#B10026,1,0.000326,1,0.004,0.005
hex,#B12421,1,0.000326,1,0.004,0.003333
hex,#B1A69C,1,0.000326,1,0.004,0.005
hex,#B22222,1,0.000326,1,0.004,0.003333
hex,#B24D3C,1,0.000326,1,0.004,0.005
hex,#B28765,1,0.000326,1,0.004,0.005
hex,#B28CD9,1,0.000326,1,0.004,0.005
hex,#B29BC3,1,0.000326,1,0.004,0.005
hex,#B2A7CC,1,0.000326,1,0.004,0.003333
hex,#B2A89E,1,0.000326,1,0.004,0.005
hex,#B2B0DE,1,0.000326,1,0.004,0.005
hex,#B31800,1,0.000326,1,0.004,0.005
hex,#B32D35,1,0.000326,1,0.004,0.005
hex,#B34A3C,1,0.000326,1,0.004,0.003333
hex,#B39DDB,1,0.000326,1,0.004,0.003333
hex,#B3B1DE,1,0.000326,1,0.004,0.005
hex,#B3B300,1,0.000326,1,0.004,0.003333
hex,#B3B3B3,1,0.000326,1,0.004,0.003333
hex,#B3CEE3,1,0.000326,1,0.004,0.005
hex,#B3D882,1,0.000326,1,0.004,0.003333
hex,#B3D9E6,1,0.000326,1,0.004,0.005
hex,#B41658,1,0.000326,1,0.004,0.005
hex,#B43B3E,1,0.000326,1,0.004,0.003333
hex,#B47D7F,1,0.000326,1,0.004,0.003333
hex,#B48AE5,1,0.000326,1,0.004,0.005
hex,#B48FAE,1,0.000326,1,0.004,0.003333
hex,#B49F96,1,0.000326,1,0.004,0.005
hex,#B4B0D2,1,0.000326,1,0.004,0.003333
hex,#B4B19E,1,0.000326,1,0.004,0.005
hex,#B4B7B1,1,0.000326,1,0.004,0.005
hex,#B4C3D8,1,0.000326,1,0.004,0.003333
hex,#B4C5E4,1,0.000326,1,0.004,0.005
hex,#B4CBDF,1,0.000326,1,0.004,0.003333
hex,#B4CEC7,1,0.000326,1,0.004,0.003333
hex,#B4D1E5,1,0.000326,1,0.004,0.003333
hex,#B4D4EA,1,0.000326,1,0.004,0.005
hex,#B4D7B8,1,0.000326,1,0.004,0.005
hex,#B4D9EF,1,0.000326,1,0.004,0.005
hex,#B4DDB4,1,0.000326,1,0.004,0.005
hex,#B500A5,1,0.000326,1,0.004,0.003333
hex,#B51700,1,0.000326,1,0.004,0.003333
hex,#B5342B,1,0.000326,1,0.004,0.005
hex,#B54F5A,1,0.000326,1,0.004,0.003333
hex,#B58ABB,1,0.000326,1,0.004,0.003333
hex,#B58CB8,1,0.000326,1,0.004,0.005
hex,#B58DE0,1,0.000326,1,0.004,0.003333
hex,#B5B53A,1,0.000326,1,0.004,0.003333
hex,#B5D2F2,1,0.000326,1,0.004,0.003333
hex,#B5D6C0,1,0.000326,1,0.004,0.003333
hex,#B5D8F3,1,0.000326,1,0.004,0.003333
hex,#B5DDF1,1,0.000326,1,0.004,0.003333
hex,#B5E3B6,1,0.000326,1,0.004,0.003333
hex,#B63679,1,0.000326,1,0.004,0.003333
hex,#B65A54,1,0.000326,1,0.004,0.005
hex,#B66A27,1,0.000326,1,0.004,0.003333
hex,#B66B24,1,0.000326,1,0.004,0.003333
hex,#B66B33,1,0.000326,1,0.004,0.003333
hex,#B68B63,1,0.000326,1,0.004,0.005
hex,#B6A5CC,1,0.000326,1,0.004,0.005
hex,#B6ACB9,1,0.000326,1,0.004,0.005
hex,#B6B6B6,1,0.000326,1,0.004,0.003333
hex,#B6BBBF,1,0.000326,1,0.004,0.005
hex,#B6C9E8,1,0.000326,1,0.004,0.003333
hex,#B6D72A,1,0.000326,1,0.004,0.003333
hex,#B6D8F2,1,0.000326,1,0.004,0.003333
hex,#B6D9C7,1,0.000326,1,0.004,0.003333
hex,#B6DA7A,1,0.000326,1,0.004,0.005
hex,#B6DF84,1,0.000326,1,0.004,0.005
hex,#B6E1F2,1,0.000326,1,0.004,0.003333
hex,#B6FCB6,1,0.000326,1,0.004,0.003333
hex,#B7242A,1,0.000326,1,0.004,0.005
hex,#B73786,1,0.000326,1,0.004,0.003333
hex,#B77C45,1,0.000326,1,0.004,0.005
hex,#B79AD8,1,0.000326,1,0.004,0.003333
hex,#B79F95,1,0.000326,1,0.004,0.005
hex,#B7A8E8,1,0.000326,1,0.004,0.003333
hex,#B7A98A,1,0.000326,1,0.004,0.003333
hex,#B7A9A2,1,0.000326,1,0.004,0.005
hex,#B7ACA3,1,0.000326,1,0.004,0.005
hex,#B7BEBB,1,0.000326,1,0.004,0.005
hex,#B7C4C8,1,0.000326,1,0.004,0.005
hex,#B7C6C9,1,0.000326,1,0.004,0.003333
hex,#B7CBE8,1,0.000326,1,0.004,0.003333
hex,#B7CBF4,1,0.000326,1,0.004,0.003333
hex,#B7CDE8,1,0.000326,1,0.004,0.003333
hex,#B7D1F0,1,0.000326,1,0.004,0.003333
hex,#B7D35B,1,0.000326,1,0.004,0.003333
hex,#B7D4F2,1,0.000326,1,0.004,0.003333
hex,#B7D5F0,1,0.000326,1,0.004,0.005
hex,#B7D69B,1,0.000326,1,0.004,0.003333
hex,#B7D6F3,1,0.000326,1,0.004,0.005
hex,#B7D7B9,1,0.000326,1,0.004,0.003333
hex,#B7D7E8,1,0.000326,1,0.004,0.003333
hex,#B7D7F0,1,0.000326,1,0.004,0.003333
hex,#B7D8CC,1,0.000326,1,0.004,0.003333
hex,#B7D9F3,1,0.000326,1,0.004,0.003333
hex,#B7DDE2,1,0.000326,1,0.004,0.005
hex,#B7DDF5,1,0.000326,1,0.004,0.003333
hex,#B7DEE8,1,0.000326,1,0.004,0.003333
hex,#B7E095,1,0.000326,1,0.004,0.003333
hex,#B7E2F5,1,0.000326,1,0.004,0.005
hex,#B7E5A5,1,0.000326,1,0.004,0.005
hex,#B7E8B7,1,0.000326,1,0.004,0.005
hex,#B7EBD8,1,0.000326,1,0.004,0.005
hex,#B82024,1,0.000326,1,0.004,0.003333
hex,#B85D60,1,0.000326,1,0.004,0.003333
hex,#B8946E,1,0.000326,1,0.004,0.003333
hex,#B8A0D9,1,0.000326,1,0.004,0.003333
hex,#B8A1CE,1,0.000326,1,0.004,0.003333
hex,#B8A7E9,1,0.000326,1,0.004,0.005
hex,#B8C7DE,1,0.000326,1,0.004,0.003333
hex,#B8CDE8,1,0.000326,1,0.004,0.005
hex,#B8D78F,1,0.000326,1,0.004,0.003333
hex,#B8D7C8,1,0.000326,1,0.004,0.003333
hex,#B8D8EC,1,0.000326,1,0.004,0.005
hex,#B8D8F2,1,0.000326,1,0.004,0.003333
hex,#B8D9D2,1,0.000326,1,0.004,0.003333
hex,#B8DC9E,1,0.000326,1,0.004,0.005
hex,#B8DDAF,1,0.000326,1,0.004,0.003333
hex,#B8DFAE,1,0.000326,1,0.004,0.005
hex,#B8DFF0,1,0.000326,1,0.004,0.005
hex,#B8E6B8,1,0.000326,1,0.004,0.003333
hex,#B8E8D4,1,0.000326,1,0.004,0.003333
hex,#B93048,1,0.000326,1,0.004,0.005
hex,#B96C22,1,0.000326,1,0.004,0.003333
hex,#B96D5A,1,0.000326,1,0.004,0.005
hex,#B98B48,1,0.000326,1,0.004,0.005
hex,#B98F68,1,0.000326,1,0.004,0.003333
hex,#B9AC9F,1,0.000326,1,0.004,0.005
hex,#B9ADD1,1,0.000326,1,0.004,0.005
hex,#B9ADD9,1,0.000326,1,0.004,0.005
hex,#B9B0A7,1,0.000326,1,0.004,0.005
hex,#B9B6B7,1,0.000326,1,0.004,0.005
hex,#B9C9D9,1,0.000326,1,0.004,0.005
hex,#B9CDE5,1,0.000326,1,0.004,0.003333
hex,#B9D9EC,1,0.000326,1,0.004,0.003333
hex,#B9D9EE,1,0.000326,1,0.004,0.005
hex,#B9D9F4,1,0.000326,1,0.004,0.003333
hex,#B9DCCB,1,0.000326,1,0.004,0.003333
hex,#B9DCE9,1,0.000326,1,0.004,0.005
hex,#B9DDF2,1,0.000326,1,0.004,0.005
hex,#B9DDF7,1,0.000326,1,0.004,0.003333
hex,#B9DED9,1,0.000326,1,0.004,0.003333
hex,#B9E1F2,1,0.000326,1,0.004,0.005
hex,#BA3388,1,0.000326,1,0.004,0.005
hex,#BAC1D4,1,0.000326,1,0.004,0.003333
hex,#BAEAF7,1,0.000326,1,0.004,0.005
hex,#BAEDD4,1,0.000326,1,0.004,0.005
hex,#BB576F,1,0.000326,1,0.004,0.003333
hex,#BB6719,1,0.000326,1,0.004,0.003333
hex,#BB6B6D,1,0.000326,1,0.004,0.005
hex,#BB9832,1,0.000326,1,0.004,0.003333
hex,#BBEBF6,1,0.000326,1,0.004,0.003333
hex,#BC1A24,1,0.000326,1,0.004,0.005
hex,#BC4D4D,1,0.000326,1,0.004,0.005
hex,#BCA9E8,1,0.000326,1,0.004,0.005
hex,#BCB1A8,1,0.000326,1,0.004,0.005
hex,#BCB9AF,1,0.000326,1,0.004,0.005
hex,#BCD4F7,1,0.000326,1,0.004,0.005
hex,#BCD5E3,1,0.000326,1,0.004,0.003333
hex,#BCD7E9,1,0.000326,1,0.004,0.003333
hex,#BCD8D1,1,0.000326,1,0.004,0.003333
hex,#BD374A,1,0.000326,1,0.004,0.003333
hex,#BD3E84,1,0.000326,1,0.004,0.003333
hex,#BD8D8B,1,0.000326,1,0.004,0.003333
hex,#BDB000,1,0.000326,1,0.004,0.003333
hex,#BDD6DB,1,0.000326,1,0.004,0.003333
hex,#BDD7E7,1,0.000326,1,0.004,0.003333
hex,#BDDBD3,1,0.000326,1,0.004,0.003333
hex,#BDE0FE,1,0.000326,1,0.004,0.003333
hex,#BDE4DA,1,0.000326,1,0.004,0.005
hex,#BE32E1,1,0.000326,1,0.004,0.005
hex,#BE5A54,1,0.000326,1,0.004,0.005
hex,#BED5D0,1,0.000326,1,0.004,0.003333
hex,#BED8C8,1,0.000326,1,0.004,0.005
hex,#BEE7F1,1,0.000326,1,0.004,0.003333
hex,#BF4649,1,0.000326,1,0.004,0.003333
hex,#BF9000,1,0.000326,1,0.004,0.003333
hex,#BFA9EE,1,0.000326,1,0.004,0.003333
hex,#BFAFE0,1,0.000326,1,0.004,0.003333
hex,#BFB8B3,1,0.000326,1,0.004,0.005
hex,#BFCDE8,1,0.000326,1,0.004,0.003333
hex,#BFCFEC,1,0.000326,1,0.004,0.005
hex,#BFD3E8,1,0.000326,1,0.004,0.005
hex,#BFD5E8,1,0.000326,1,0.004,0.003333
hex,#BFD7FF,1,0.000326,1,0.004,0.005
hex,#BFD8C7,1,0.000326,1,0.004,0.003333
hex,#BFD8F2,1,0.000326,1,0.004,0.003333
hex,#BFD966,1,0.000326,1,0.004,0.003333
hex,#BFD9DE,1,0.000326,1,0.004,0.003333
hex,#BFD9EE,1,0.000326,1,0.004,0.005
hex,#BFDAF7,1,0.000326,1,0.004,0.005
hex,#BFDCCF,1,0.000326,1,0.004,0.003333
hex,#BFDCEE,1,0.000326,1,0.004,0.005
hex,#BFE0F3,1,0.000326,1,0.004,0.005
hex,#BFE1D8,1,0.000326,1,0.004,0.003333
hex,#BFE3F2,1,0.000326,1,0.004,0.003333
hex,#BFE4F3,1,0.000326,1,0.004,0.003333
hex,#BFE7CF,1,0.000326,1,0.004,0.005
hex,#BFE7F5,1,0.000326,1,0.004,0.003333
hex,#BFE8F7,1,0.000326,1,0.004,0.003333
hex,#BFFFBF,1,0.000326,1,0.004,0.003333
hex,#C06020,1,0.000326,1,0.004,0.003333
hex,#C0C7AE,1,0.000326,1,0.004,0.005
hex,#C0E6F5,1,0.000326,1,0.004,0.003333
hex,#C0E98A,1,0.000326,1,0.004,0.005
hex,#C0EFDB,1,0.000326,1,0.004,0.005
hex,#C12A2A,1,0.000326,1,0.004,0.005
hex,#C12D36,1,0.000326,1,0.004,0.005
hex,#C17A2C,1,0.000326,1,0.004,0.003333
hex,#C17AC9,1,0.000326,1,0.004,0.003333
hex,#C17F4E,1,0.000326,1,0.004,0.003333
hex,#C18B5A,1,0.000326,1,0.004,0.003333
hex,#C1C1C1,1,0.000326,1,0.004,0.003333
hex,#C1D6EC,1,0.000326,1,0.004,0.005
hex,#C1D9EA,1,0.000326,1,0.004,0.003333
hex,#C1E5F5,1,0.000326,1,0.004,0.003333
hex,#C23A88,1,0.000326,1,0.004,0.003333
hex,#C23B78,1,0.000326,1,0.004,0.003333
hex,#C2410C,1,0.000326,1,0.004,0.005
hex,#C24BC2,1,0.000326,1,0.004,0.005
hex,#C2A9EA,1,0.000326,1,0.004,0.005
hex,#C2E6FF,1,0.000326,1,0.004,0.003333
hex,#C2E8F7,1,0.000326,1,0.004,0.003333
hex,#C33CDF,1,0.000326,1,0.004,0.003333
hex,#C33CE5,1,0.000326,1,0.004,0.003333
hex,#C33D80,1,0.000326,1,0.004,0.005
hex,#C3A5A6,1,0.000326,1,0.004,0.005
hex,#C3D2B8,1,0.000326,1,0.004,0.005
hex,#C434E8,1,0.000326,1,0.004,0.005
hex,#C43AD6,1,0.000326,1,0.004,0.003333
hex,#C43D4B,1,0.000326,1,0.004,0.003333
hex,#C43F4D,1,0.000326,1,0.004,0.003333
hex,#C44748,1,0.000326,1,0.004,0.005
hex,#C4871F,1,0.000326,1,0.004,0.003333
hex,#C49A00,1,0.000326,1,0.004,0.005
hex,#C4B5E9,1,0.000326,1,0.004,0.005
hex,#C4B79C,1,0.000326,1,0.004,0.003333
hex,#C4B9E1,1,0.000326,1,0.004,0.005
hex,#C4C4C4,1,0.000326,1,0.004,0.005
hex,#C4CE96,1,0.000326,1,0.004,0.003333
hex,#C4D7BD,1,0.000326,1,0.004,0.005
hex,#C4D7E7,1,0.000326,1,0.004,0.003333
hex,#C4DDEE,1,0.000326,1,0.004,0.005
hex,#C4E8BA,1,0.000326,1,0.004,0.003333
hex,#C56848,1,0.000326,1,0.004,0.005
hex,#C5AFB1,1,0.000326,1,0.004,0.003333
hex,#C5B2CC,1,0.000326,1,0.004,0.005
hex,#C5B39A,1,0.000326,1,0.004,0.003333
hex,#C5BC4C,1,0.000326,1,0.004,0.003333
hex,#C5DFFF,1,0.000326,1,0.004,0.003333
hex,#C5E0B6,1,0.000326,1,0.004,0.003333
hex,#C62828,1,0.000326,1,0.004,0.005
hex,#C63636,1,0.000326,1,0.004,0.003333
hex,#C63C96,1,0.000326,1,0.004,0.003333
hex,#C64D43,1,0.000326,1,0.004,0.005
hex,#C67993,1,0.000326,1,0.004,0.005
hex,#C6C5E2,1,0.000326,1,0.004,0.005
hex,#C6C8CC,1,0.000326,1,0.004,0.003333
hex,#C6CFB5,1,0.000326,1,0.004,0.003333
hex,#C6D0B7,1,0.000326,1,0.004,0.005
hex,#C6D4E0,1,0.000326,1,0.004,0.003333
hex,#C6DDF1,1,0.000326,1,0.004,0.003333
hex,#C73E1D,1,0.000326,1,0.004,0.005
hex,#C7437A,1,0.000326,1,0.004,0.005
hex,#C7656D,1,0.000326,1,0.004,0.005
hex,#C77DFF,1,0.000326,1,0.004,0.005
hex,#C7A86B,1,0.000326,1,0.004,0.005
hex,#C7B0F2,1,0.000326,1,0.004,0.005
hex,#C7B7E8,1,0.000326,1,0.004,0.003333
hex,#C7CDD1,1,0.000326,1,0.004,0.005
hex,#C7D1F8,1,0.000326,1,0.004,0.003333
hex,#C7D6C7,1,0.000326,1,0.004,0.003333
hex,#C7D8E8,1,0.000326,1,0.004,0.003333
hex,#C7DDEE,1,0.000326,1,0.004,0.005
hex,#C7DFF2,1,0.000326,1,0.004,0.005
hex,#C7E3FC,1,0.000326,1,0.004,0.003333
hex,#C7EBD2,1,0.000326,1,0.004,0.003333
hex,#C7EBED,1,0.000326,1,0.004,0.003333
hex,#C7F0C2,1,0.000326,1,0.004,0.005
hex,#C7FD62,1,0.000326,1,0.004,0.003333
hex,#C83E4D,1,0.000326,1,0.004,0.005
hex,#C84C4C,1,0.000326,1,0.004,0.003333
hex,#C86808,1,0.000326,1,0.004,0.005
hex,#C88352,1,0.000326,1,0.004,0.003333
hex,#C885C8,1,0.000326,1,0.004,0.003333
hex,#C8A52A,1,0.000326,1,0.004,0.005
hex,#C8B3D9,1,0.000326,1,0.004,0.005
hex,#C8B5E3,1,0.000326,1,0.004,0.005
hex,#C8B6C6,1,0.000326,1,0.004,0.003333
hex,#C8C8C8,1,0.000326,1,0.004,0.005
hex,#C8C8E6,1,0.000326,1,0.004,0.005
hex,#C8CDD3,1,0.000326,1,0.004,0.003333
hex,#C8CED1,1,0.000326,1,0.004,0.005
hex,#C8D6E5,1,0.000326,1,0.004,0.003333
hex,#C8D7F0,1,0.000326,1,0.004,0.005
hex,#C8DADE,1,0.000326,1,0.004,0.005
hex,#C8DCE4,1,0.000326,1,0.004,0.005
hex,#C8DDED,1,0.000326,1,0.004,0.003333
hex,#C8E8FF,1,0.000326,1,0.004,0.003333
hex,#C8F2D5,1,0.000326,1,0.004,0.003333
hex,#C92828,1,0.000326,1,0.004,0.003333
hex,#C95B4C,1,0.000326,1,0.004,0.005
hex,#C97C7C,1,0.000326,1,0.004,0.005
hex,#C9855B,1,0.000326,1,0.004,0.005
hex,#C98989,1,0.000326,1,0.004,0.003333
hex,#C99158,1,0.000326,1,0.004,0.003333
hex,#C99859,1,0.000326,1,0.004,0.003333
hex,#C9B3DE,1,0.000326,1,0.004,0.003333
hex,#C9B59A,1,0.000326,1,0.004,0.003333
hex,#C9B6DE,1,0.000326,1,0.004,0.005
hex,#C9B7CA,1,0.000326,1,0.004,0.003333
hex,#C9B7E4,1,0.000326,1,0.004,0.005
hex,#C9B8DD,1,0.000326,1,0.004,0.005
hex,#C9B9E6,1,0.000326,1,0.004,0.003333
hex,#C9C5FF,1,0.000326,1,0.004,0.005
hex,#C9C987,1,0.000326,1,0.004,0.003333
hex,#C9D0FF,1,0.000326,1,0.004,0.005
hex,#C9D5DF,1,0.000326,1,0.004,0.003333
hex,#C9D9E8,1,0.000326,1,0.004,0.005
hex,#C9D9ED,1,0.000326,1,0.004,0.003333
hex,#C9DADE,1,0.000326,1,0.004,0.003333
hex,#C9DAF0,1,0.000326,1,0.004,0.005
hex,#C9DDE8,1,0.000326,1,0.004,0.005
hex,#C9DDF5,1,0.000326,1,0.004,0.003333
hex,#C9DDF7,1,0.000326,1,0.004,0.003333
hex,#C9E4B5,1,0.000326,1,0.004,0.005
hex,#C9E4F6,1,0.000326,1,0.004,0.003333
hex,#C9E7C0,1,0.000326,1,0.004,0.003333
hex,#C9EFE8,1,0.000326,1,0.004,0.003333
hex,#CA35D7,1,0.000326,1,0.004,0.003333
hex,#CA6A6A,1,0.000326,1,0.004,0.003333
hex,#CA9D79,1,0.000326,1,0.004,0.003333
hex,#CAABC2,1,0.000326,1,0.004,0.005
hex,#CAD2CB,1,0.000326,1,0.004,0.003333
hex,#CAD6DF,1,0.000326,1,0.004,0.003333
hex,#CADDEE,1,0.000326,1,0.004,0.005
hex,#CADDFD,1,0.000326,1,0.004,0.003333
hex,#CAF5DE,1,0.000326,1,0.004,0.003333
hex,#CB6CE6,1,0.000326,1,0.004,0.003333
hex,#CB7237,1,0.000326,1,0.004,0.003333
hex,#CBC6D5,1,0.000326,1,0.004,0.003333
hex,#CBCCD7,1,0.000326,1,0.004,0.005
hex,#CBCEDD,1,0.000326,1,0.004,0.003333
hex,#CBDDAF,1,0.000326,1,0.004,0.003333
hex,#CBDEAF,1,0.000326,1,0.004,0.003333
hex,#CBDFF0,1,0.000326,1,0.004,0.005
hex,#CBE7CF,1,0.000326,1,0.004,0.003333
hex,#CC009C,1,0.000326,1,0.004,0.005
hex,#CC1111,1,0.000326,1,0.004,0.005
hex,#CC7417,1,0.000326,1,0.004,0.003333
hex,#CC8026,1,0.000326,1,0.004,0.003333
hex,#CC8585,1,0.000326,1,0.004,0.003333
hex,#CC85A8,1,0.000326,1,0.004,0.003333
hex,#CC8A5B,1,0.000326,1,0.004,0.005
hex,#CCA885,1,0.000326,1,0.004,0.003333
hex,#CCB974,1,0.000326,1,0.004,0.003333
hex,#CCCC85,1,0.000326,1,0.004,0.003333
hex,#CCDAC5,1,0.000326,1,0.004,0.005
hex,#CCE5EE,1,0.000326,1,0.004,0.005
hex,#CCE7E0,1,0.000326,1,0.004,0.003333
hex,#CCE9F4,1,0.000326,1,0.004,0.003333
hex,#CCFFCC,1,0.000326,1,0.004,0.005
hex,#CD7C5E,1,0.000326,1,0.004,0.003333
hex,#CD996F,1,0.000326,1,0.004,0.003333
hex,#CDAEB0,1,0.000326,1,0.004,0.003333
hex,#CDC2D9,1,0.000326,1,0.004,0.003333
hex,#CDC3E5,1,0.000326,1,0.004,0.005
hex,#CDD2D4,1,0.000326,1,0.004,0.003333
hex,#CDDCF3,1,0.000326,1,0.004,0.003333
hex,#CDE5B9,1,0.000326,1,0.004,0.003333
hex,#CDE5ED,1,0.000326,1,0.004,0.005
hex,#CDE8D2,1,0.000326,1,0.004,0.005
hex,#CDECCF,1,0.000326,1,0.004,0.003333
hex,#CDEECE,1,0.000326,1,0.004,0.005
hex,#CE4A4A,1,0.000326,1,0.004,0.005
hex,#CE83C1,1,0.000326,1,0.004,0.003333
hex,#CED4D5,1,0.000326,1,0.004,0.003333
hex,#CED7A1,1,0.000326,1,0.004,0.003333
hex,#CED7E1,1,0.000326,1,0.004,0.003333
hex,#CEE6D4,1,0.000326,1,0.004,0.005
hex,#CF7800,1,0.000326,1,0.004,0.005
hex,#CFB2FA,1,0.000326,1,0.004,0.003333
hex,#CFB79C,1,0.000326,1,0.004,0.003333
hex,#CFCFCF,1,0.000326,1,0.004,0.003333
hex,#CFE1F3,1,0.000326,1,0.004,0.005
hex,#CFE3F6,1,0.000326,1,0.004,0.003333
hex,#CFE6B9,1,0.000326,1,0.004,0.003333
hex,#CFE6F2,1,0.000326,1,0.004,0.005
hex,#CFE8C8,1,0.000326,1,0.004,0.003333
hex,#CFE8CE,1,0.000326,1,0.004,0.003333
hex,#CFE8CF,1,0.000326,1,0.004,0.005
hex,#CFECE7,1,0.000326,1,0.004,0.003333
hex,#D06902,1,0.000326,1,0.004,0.003333
hex,#D08020,1,0.000326,1,0.004,0.003333
hex,#D0A080,1,0.000326,1,0.004,0.003333
hex,#D0E0F0,1,0.000326,1,0.004,0.003333
hex,#D0E2C9,1,0.000326,1,0.004,0.003333
hex,#D0E4B6,1,0.000326,1,0.004,0.003333
hex,#D0EDF9,1,0.000326,1,0.004,0.003333
hex,#D0EEF0,1,0.000326,1,0.004,0.003333
hex,#D11FA3,1,0.000326,1,0.004,0.005
hex,#D13E38,1,0.000326,1,0.004,0.005
hex,#D14E72,1,0.000326,1,0.004,0.005
hex,#D1B6B0,1,0.000326,1,0.004,0.005
hex,#D1CED3,1,0.000326,1,0.004,0.005
hex,#D1D1D1,1,0.000326,1,0.004,0.003333
hex,#D1E3EB,1,0.000326,1,0.004,0.003333
hex,#D1EDF9,1,0.000326,1,0.004,0.003333
hex,#D22B31,1,0.000326,1,0.004,0.005
hex,#D24C47,1,0.000326,1,0.004,0.005
hex,#D25312,1,0.000326,1,0.004,0.003333
hex,#D2797C,1,0.000326,1,0.004,0.005
hex,#D27E8A,1,0.000326,1,0.004,0.003333
hex,#D2897E,1,0.000326,1,0.004,0.005
hex,#D2B48C,1,0.000326,1,0.004,0.003333
hex,#D2D3D4,1,0.000326,1,0.004,0.005
hex,#D2E1F3,1,0.000326,1,0.004,0.005
hex,#D2E6EE,1,0.000326,1,0.004,0.005
hex,#D2E9FE,1,0.000326,1,0.004,0.005
hex,#D2EAFB,1,0.000326,1,0.004,0.003333
hex,#D34968,1,0.000326,1,0.004,0.005
hex,#D37466,1,0.000326,1,0.004,0.005
hex,#D38C62,1,0.000326,1,0.004,0.003333
hex,#D3A84F,1,0.000326,1,0.004,0.003333
hex,#D3D4D6,1,0.000326,1,0.004,0.003333
hex,#D3D9D8,1,0.000326,1,0.004,0.003333
hex,#D3DDF1,1,0.000326,1,0.004,0.003333
hex,#D3E2F1,1,0.000326,1,0.004,0.003333
hex,#D3E9FA,1,0.000326,1,0.004,0.005
hex,#D3F9D8,1,0.000326,1,0.004,0.005
hex,#D3F9E5,1,0.000326,1,0.004,0.005
hex,#D4559E,1,0.000326,1,0.004,0.003333
hex,#D4B2A6,1,0.000326,1,0.004,0.005
hex,#D4B34C,1,0.000326,1,0.004,0.005
hex,#D4C5BA,1,0.000326,1,0.004,0.005
hex,#D4D4FE,1,0.000326,1,0.004,0.005
hex,#D4D4FF,1,0.000326,1,0.004,0.003333
hex,#D4D8DE,1,0.000326,1,0.004,0.005
hex,#D4DEF1,1,0.000326,1,0.004,0.003333
hex,#D4DEF3,1,0.000326,1,0.004,0.003333
hex,#D4E2F4,1,0.000326,1,0.004,0.005
hex,#D4E3F0,1,0.000326,1,0.004,0.003333
hex,#D4EFF8,1,0.000326,1,0.004,0.003333
hex,#D4F0E8,1,0.000326,1,0.004,0.003333
hex,#D52728,1,0.000326,1,0.004,0.005
hex,#D55BC4,1,0.000326,1,0.004,0.003333
hex,#D57B3B,1,0.000326,1,0.004,0.005
hex,#D58E43,1,0.000326,1,0.004,0.005
hex,#D5A05C,1,0.000326,1,0.004,0.005
hex,#D5A77B,1,0.000326,1,0.004,0.005
hex,#D5B083,1,0.000326,1,0.004,0.005
hex,#D5E4F5,1,0.000326,1,0.004,0.005
hex,#D5E596,1,0.000326,1,0.004,0.003333
hex,#D5E6F5,1,0.000326,1,0.004,0.005
hex,#D5F0C7,1,0.000326,1,0.004,0.003333
hex,#D5F0D5,1,0.000326,1,0.004,0.003333
hex,#D5F229,1,0.000326,1,0.004,0.003333
hex,#D5F6FF,1,0.000326,1,0.004,0.005
hex,#D62727,1,0.000326,1,0.004,0.003333
hex,#D62F2F,1,0.000326,1,0.004,0.003333
hex,#D64B4B,1,0.000326,1,0.004,0.003333
hex,#D64C47,1,0.000326,1,0.004,0.003333
hex,#D64DA3,1,0.000326,1,0.004,0.003333
hex,#D65A64,1,0.000326,1,0.004,0.005
hex,#D65A9A,1,0.000326,1,0.004,0.005
hex,#D65F3D,1,0.000326,1,0.004,0.003333
hex,#D66E49,1,0.000326,1,0.004,0.003333
hex,#D69A22,1,0.000326,1,0.004,0.005
hex,#D6BCE7,1,0.000326,1,0.004,0.003333
hex,#D6C88B,1,0.000326,1,0.004,0.003333
hex,#D6C8A5,1,0.000326,1,0.004,0.003333
hex,#D6E4F7,1,0.000326,1,0.004,0.003333
hex,#D6E4FF,1,0.000326,1,0.004,0.005
hex,#D6E5CF,1,0.000326,1,0.004,0.005
hex,#D6E5F5,1,0.000326,1,0.004,0.003333
hex,#D6E6E3,1,0.000326,1,0.004,0.005
hex,#D6F0D8,1,0.000326,1,0.004,0.003333
hex,#D7301F,1,0.000326,1,0.004,0.003333
hex,#D73037,1,0.000326,1,0.004,0.005
hex,#D74083,1,0.000326,1,0.004,0.005
hex,#D76B17,1,0.000326,1,0.004,0.003333
hex,#D77A3A,1,0.000326,1,0.004,0.003333
hex,#D77E73,1,0.000326,1,0.004,0.005
hex,#D7B28A,1,0.000326,1,0.004,0.003333
hex,#D7BCE1,1,0.000326,1,0.004,0.003333
hex,#D7E2EF,1,0.000326,1,0.004,0.005
hex,#D7E4D2,1,0.000326,1,0.004,0.003333
hex,#D7E6D0,1,0.000326,1,0.004,0.003333
hex,#D7E6F2,1,0.000326,1,0.004,0.003333
hex,#D7E6F4,1,0.000326,1,0.004,0.003333
hex,#D7E6F5,1,0.000326,1,0.004,0.005
hex,#D7E8D1,1,0.000326,1,0.004,0.005
hex,#D7E9B0,1,0.000326,1,0.004,0.005
hex,#D7E9B5,1,0.000326,1,0.004,0.003333
hex,#D7EBCB,1,0.000326,1,0.004,0.005
hex,#D7EEF8,1,0.000326,1,0.004,0.003333
hex,#D838C0,1,0.000326,1,0.004,0.003333
hex,#D8423A,1,0.000326,1,0.004,0.003333
