scope,statistic,ngram_order,value,object_count,object_share,papers_present,paper_prevalence,conference_equal_paper_prevalence
table,caption_ngram,1,accuracy,202,0.086733,70,0.28,0.28
table,caption_ngram,1,training,194,0.083298,97,0.388,0.39
table,caption_ngram,1,tasks,190,0.08158,47,0.188,0.188333
table,caption_ngram,1,evaluation,185,0.079433,76,0.304,0.301667
table,caption_ngram,1,methods,183,0.078574,81,0.324,0.318333
table,caption_ngram,1,over,179,0.076857,66,0.264,0.268333
table,caption_ngram,1,ablation,165,0.070846,81,0.324,0.321667
table,caption_ngram,1,mean,164,0.070416,51,0.204,0.205
table,caption_ngram,1,global,160,0.068699,9,0.036,0.031667
table,caption_ngram,1,report,159,0.06827,71,0.284,0.286667
table,caption_ngram,1,k,159,0.06827,59,0.236,0.245
table,caption_ngram,1,al,156,0.066982,61,0.244,0.231667
table,caption_ngram,1,et,153,0.065693,60,0.24,0.228333
table,caption_ngram,1,under,145,0.062258,60,0.24,0.24
table,caption_ngram,1,values,145,0.062258,54,0.216,0.216667
table,caption_ngram,1,data,143,0.0614,64,0.256,0.255
table,caption_ngram,1,s,142,0.06097,58,0.232,0.221667
table,caption_ngram,1,bold,138,0.059253,57,0.228,0.223333
table,caption_ngram,1,d,134,0.057535,42,0.168,0.168333
table,caption_ngram,1,while,131,0.056247,57,0.228,0.236667
table,caption_ngram,1,benchmark,128,0.054959,48,0.192,0.18
table,caption_ngram,1,task,118,0.050666,45,0.18,0.175
table,caption_ngram,1,i,116,0.049807,34,0.136,0.135
table,caption_ngram,1,scores,113,0.048519,48,0.192,0.183333
table,caption_ngram,1,e,113,0.048519,35,0.14,0.141667
table,caption_ngram,1,hyperparameters,113,0.048519,50,0.2,0.215
table,caption_ngram,1,between,112,0.048089,72,0.288,0.288333
table,caption_ngram,1,used,110,0.047231,56,0.224,0.221667
table,caption_ngram,1,number,107,0.045942,61,0.244,0.235
table,caption_ngram,1,generation,106,0.045513,45,0.18,0.17
table,caption_ngram,1,experiments,105,0.045084,49,0.196,0.2
table,caption_ngram,1,m,105,0.045084,36,0.144,0.143333
table,caption_ngram,1,baseline,104,0.044654,60,0.24,0.233333
table,caption_ngram,1,reasoning,103,0.044225,36,0.144,0.145
table,caption_ngram,1,baselines,101,0.043366,51,0.204,0.21
table,caption_ngram,1,three,97,0.041649,47,0.188,0.185
table,caption_ngram,1,n,97,0.041649,35,0.14,0.145
table,caption_ngram,1,utility,96,0.041219,7,0.028,0.028333
table,caption_ngram,1,r,95,0.04079,34,0.136,0.136667
table,caption_ngram,1,metric,95,0.04079,16,0.064,0.066667
table,caption_ngram,1,local,94,0.040361,7,0.028,0.025
table,caption_ngram,1,method,93,0.039931,55,0.22,0.22
table,caption_ngram,1,test,92,0.039502,44,0.176,0.171667
table,caption_ngram,1,metrics,92,0.039502,53,0.212,0.213333
table,caption_ngram,1,qwen,89,0.038214,36,0.144,0.143333
table,caption_ngram,1,denotes,89,0.038214,45,0.18,0.18
table,caption_ngram,1,full,87,0.037355,34,0.136,0.131667
table,caption_ngram,1,standard,87,0.037355,50,0.2,0.201667
table,caption_ngram,1,size,87,0.037355,52,0.208,0.208333
table,caption_ngram,1,better,85,0.036496,40,0.16,0.16
table,caption_ngram,1,indicates,84,0.036067,43,0.172,0.176667
table,caption_ngram,1,per,84,0.036067,45,0.18,0.188333
table,caption_ngram,1,benchmarks,81,0.034779,46,0.184,0.186667
table,caption_ngram,1,both,80,0.03435,52,0.208,0.2
table,caption_ngram,1,h,79,0.03392,20,0.08,0.078333
table,caption_ngram,1,second,78,0.033491,28,0.112,0.105
table,caption_ngram,1,time,77,0.033061,45,0.18,0.175
table,caption_ngram,1,indicate,77,0.033061,45,0.18,0.176667
table,caption_ngram,1,c,76,0.032632,32,0.128,0.133333
table,caption_ngram,1,structure,74,0.031773,11,0.044,0.045
table,caption_ngram,1,t,72,0.030915,29,0.116,0.115
table,caption_ngram,1,score,71,0.030485,38,0.152,0.148333
table,caption_ngram,1,code,70,0.030056,21,0.084,0.085
table,caption_ngram,1,setting,70,0.030056,37,0.148,0.145
table,caption_ngram,1,rate,69,0.029626,29,0.116,0.111667
table,caption_ngram,1,settings,68,0.029197,44,0.176,0.173333
table,caption_ngram,1,when,68,0.029197,40,0.16,0.153333
table,caption_ngram,1,w,68,0.029197,25,0.1,0.103333
table,caption_ngram,1,trained,67,0.028768,41,0.164,0.158333
table,caption_ngram,1,evaluated,66,0.028338,46,0.184,0.183333
table,caption_ngram,1,higher,66,0.028338,37,0.148,0.15
table,caption_ngram,1,p,65,0.027909,27,0.108,0.103333
table,caption_ngram,1,first,64,0.02748,25,0.1,0.096667
table,caption_ngram,1,underlined,64,0.02748,28,0.112,0.105
table,caption_ngram,1,prompt,63,0.02705,21,0.084,0.081667
table,caption_ngram,1,achieves,63,0.02705,25,0.1,0.098333
table,caption_ngram,1,study,63,0.02705,47,0.188,0.178333
table,caption_ngram,1,set,62,0.026621,32,0.128,0.128333
table,caption_ngram,1,highlighted,62,0.026621,27,0.108,0.1
table,caption_ngram,1,respectively,61,0.026191,31,0.124,0.121667
table,caption_ngram,1,tokens,61,0.026191,31,0.124,0.123333
table,caption_ngram,1,runs,60,0.025762,29,0.116,0.118333
table,caption_ngram,1,samples,60,0.025762,33,0.132,0.13
table,caption_ngram,1,averaged,59,0.025333,25,0.1,0.1
table,caption_ngram,1,vs,59,0.025333,38,0.152,0.158333
table,caption_ngram,1,reported,59,0.025333,36,0.144,0.136667
table,caption_ngram,1,token,59,0.025333,28,0.112,0.106667
table,caption_ngram,1,only,59,0.025333,38,0.152,0.15
table,caption_ngram,1,same,58,0.024903,44,0.176,0.183333
table,caption_ngram,1,gpt,57,0.024474,19,0.076,0.066667
table,caption_ngram,1,result,57,0.024474,23,0.092,0.093333
table,caption_ngram,1,std,57,0.024474,13,0.052,0.051667
table,caption_ngram,1,evaluate,56,0.024045,24,0.096,0.091667
table,caption_ngram,1,o,55,0.023615,20,0.08,0.076667
table,caption_ngram,1,lower,55,0.023615,31,0.124,0.121667
table,caption_ngram,1,l,55,0.023615,24,0.096,0.095
table,caption_ngram,1,success,55,0.023615,18,0.072,0.068333
table,caption_ngram,1,not,55,0.023615,33,0.132,0.13
table,caption_ngram,1,various,54,0.023186,32,0.128,0.121667
table,caption_ngram,1,llama,53,0.022757,24,0.096,0.095
table,caption_ngram,1,inference,53,0.022757,32,0.128,0.123333
table,caption_ngram,1,rates,52,0.022327,26,0.104,0.101667
table,caption_ngram,1,v,52,0.022327,31,0.124,0.125
table,caption_ngram,1,image,51,0.021898,23,0.092,0.086667
table,caption_ngram,1,analysis,50,0.021468,40,0.16,0.156667
table,caption_ngram,1,means,50,0.021468,22,0.088,0.086667
table,caption_ngram,1,other,50,0.021468,39,0.156,0.146667
table,caption_ngram,1,diffusion,50,0.021468,11,0.044,0.04
table,caption_ngram,1,highest,50,0.021468,8,0.032,0.03
table,caption_ngram,1,two,49,0.021039,35,0.14,0.133333
table,caption_ngram,1,compared,49,0.021039,37,0.148,0.14
table,caption_ngram,1,experimental,49,0.021039,15,0.06,0.056667
table,caption_ngram,1,length,49,0.021039,33,0.132,0.125
table,caption_ngram,1,g,49,0.021039,20,0.08,0.081667
table,caption_ngram,1,part,48,0.02061,9,0.036,0.035
table,caption_ngram,1,base,48,0.02061,32,0.128,0.133333
table,caption_ngram,1,sampling,48,0.02061,17,0.068,0.073333
table,caption_ngram,1,without,48,0.02061,31,0.124,0.121667
table,caption_ngram,1,which,48,0.02061,34,0.136,0.138333
table,caption_ngram,1,five,47,0.02018,25,0.1,0.098333
table,caption_ngram,1,quality,47,0.02018,24,0.096,0.086667
table,caption_ngram,1,seeds,47,0.02018,17,0.068,0.07
table,caption_ngram,1,highlight,47,0.02018,8,0.032,0.028333
table,caption_ngram,1,generated,47,0.02018,23,0.092,0.09
table,caption_ngram,1,sizes,46,0.019751,28,0.112,0.11
table,caption_ngram,1,memory,46,0.019751,25,0.1,0.103333
table,caption_ngram,1,after,46,0.019751,28,0.112,0.113333
table,caption_ngram,1,detailed,46,0.019751,23,0.092,0.095
table,caption_ngram,1,cifar,46,0.019751,8,0.032,0.031667
table,caption_ngram,1,error,46,0.019751,28,0.112,0.113333
table,caption_ngram,1,deviation,45,0.019322,25,0.1,0.101667
table,caption_ngram,1,quantitative,45,0.019322,21,0.084,0.08
table,caption_ngram,1,ratio,45,0.019322,23,0.092,0.095
table,caption_ngram,1,second-best,45,0.019322,23,0.092,0.093333
table,caption_ngram,1,human,45,0.019322,25,0.1,0.106667
table,caption_ngram,1,alignment,44,0.018892,22,0.088,0.088333
table,caption_ngram,1,f,44,0.018892,23,0.092,0.093333
table,caption_ngram,1,use,44,0.018892,36,0.144,0.15
table,caption_ngram,1,math,43,0.018463,17,0.068,0.068333
table,caption_ngram,1,statistics,43,0.018463,29,0.116,0.116667
table,caption_ngram,1,against,43,0.018463,25,0.1,0.1
table,caption_ngram,1,overall,43,0.018463,20,0.08,0.076667
table,caption_ngram,1,cost,43,0.018463,23,0.092,0.095
table,caption_ngram,1,column,42,0.018033,27,0.108,0.111667
table,caption_ngram,1,more,42,0.018033,28,0.112,0.108333
table,caption_ngram,1,reward,42,0.018033,19,0.076,0.076667
table,caption_ngram,1,numbers,42,0.018033,25,0.1,0.093333
table,caption_ngram,1,pass,42,0.018033,13,0.052,0.053333
table,caption_ngram,1,distribution,41,0.017604,30,0.12,0.12
table,caption_ngram,1,show,41,0.017604,26,0.104,0.105
table,caption_ngram,1,synthetic,41,0.017604,16,0.064,0.058333
table,caption_ngram,1,than,41,0.017604,32,0.128,0.13
table,caption_ngram,1,strategies,40,0.017175,24,0.096,0.1
table,caption_ngram,1,comparing,40,0.017175,19,0.076,0.076667
table,caption_ngram,1,details,40,0.017175,27,0.108,0.106667
table,caption_ngram,1,examples,39,0.016745,17,0.068,0.063333
table,caption_ngram,1,conditional,39,0.016745,6,0.024,0.025
table,caption_ngram,1,compare,39,0.016745,25,0.1,0.096667
table,caption_ngram,1,value,39,0.016745,18,0.072,0.07
table,caption_ngram,1,text,38,0.016316,25,0.1,0.095
table,caption_ngram,1,based,38,0.016316,23,0.092,0.086667
table,caption_ngram,1,relative,38,0.016316,26,0.104,0.106667
table,caption_ngram,1,x,38,0.016316,16,0.064,0.065
table,caption_ngram,1,configurations,38,0.016316,24,0.096,0.095
table,caption_ngram,1,can,38,0.016316,23,0.092,0.09
table,caption_ngram,1,layer,38,0.016316,13,0.052,0.06
table,caption_ngram,1,no,37,0.015887,24,0.096,0.096667
table,caption_ngram,1,shows,37,0.015887,17,0.068,0.066667
table,caption_ngram,1,random,37,0.015887,23,0.092,0.098333
table,caption_ngram,1,bolded,37,0.015887,13,0.052,0.05
table,caption_ngram,1,row,37,0.015887,13,0.052,0.055
table,caption_ngram,1,properties,37,0.015887,5,0.02,0.02
table,caption_ngram,1,raw,37,0.015887,7,0.028,0.028333
table,caption_ngram,1,experiment,37,0.015887,13,0.052,0.055
table,caption_ngram,1,pretraining,37,0.015887,10,0.04,0.043333
table,caption_ngram,1,steps,36,0.015457,23,0.092,0.091667
table,caption_ngram,1,shown,36,0.015457,25,0.1,0.101667
table,caption_ngram,1,features,36,0.015457,10,0.04,0.041667
table,caption_ngram,1,performances,36,0.015457,5,0.02,0.018333
table,caption_ngram,1,uses,35,0.015028,19,0.076,0.081667
table,caption_ngram,1,third,35,0.015028,5,0.02,0.02
table,caption_ngram,1,validation,35,0.015028,17,0.068,0.07
table,caption_ngram,1,hyperparameter,35,0.015028,20,0.08,0.083333
table,caption_ngram,1,one,34,0.014599,23,0.092,0.091667
table,caption_ngram,1,avg,34,0.014599,12,0.048,0.051667
table,caption_ngram,1,see,33,0.014169,22,0.088,0.085
table,caption_ngram,1,subset,33,0.014169,15,0.06,0.061667
table,caption_ngram,1,types,32,0.01374,19,0.076,0.073333
table,caption_ngram,1,domain,32,0.01374,19,0.076,0.073333
table,caption_ngram,1,filtering,32,0.01374,7,0.028,0.03
table,caption_ngram,1,categories,31,0.01331,16,0.064,0.061667
table,caption_ngram,1,target,31,0.01331,18,0.072,0.075
table,caption_ngram,1,most,31,0.01331,20,0.08,0.08
table,caption_ngram,1,within,31,0.01331,22,0.088,0.086667
table,caption_ngram,1,varying,31,0.01331,22,0.088,0.086667
table,caption_ngram,1,variants,31,0.01331,21,0.084,0.076667
table,caption_ngram,1,learning,31,0.01331,21,0.084,0.085
table,caption_ngram,1,correlation,31,0.01331,8,0.032,0.028333
table,caption_ngram,1,q,31,0.01331,8,0.032,0.033333
table,caption_ngram,1,batch,30,0.012881,21,0.084,0.085
table,caption_ngram,1,latency,30,0.012881,16,0.064,0.061667
table,caption_ngram,1,context,30,0.012881,15,0.06,0.06
table,caption_ngram,1,effect,30,0.012881,22,0.088,0.09
table,caption_ngram,1,main,30,0.012881,19,0.076,0.078333
table,caption_ngram,1,four,29,0.012452,20,0.08,0.086667
table,caption_ngram,1,configuration,29,0.012452,24,0.096,0.101667
table,caption_ngram,1,example,29,0.012452,13,0.052,0.048333
table,caption_ngram,1,comparisons,29,0.012452,16,0.064,0.061667
table,caption_ngram,1,outperforms,29,0.012452,17,0.068,0.07
table,caption_ngram,1,b-instruct,29,0.012452,13,0.052,0.051667
table,caption_ngram,1,question,29,0.012452,11,0.044,0.041667
table,caption_ngram,1,original,29,0.012452,19,0.076,0.075
table,caption_ngram,1,default,28,0.012022,18,0.072,0.075
table,caption_ngram,1,user,28,0.012022,17,0.068,0.066667
table,caption_ngram,1,specific,28,0.012022,10,0.04,0.036667
table,caption_ngram,1,consistently,28,0.012022,17,0.068,0.071667
table,caption_ngram,1,runtime,28,0.012022,16,0.064,0.07
table,caption_ngram,1,appendix,28,0.012022,21,0.084,0.085
table,caption_ngram,1,search,28,0.012022,12,0.048,0.046667
table,caption_ngram,1,video,28,0.012022,15,0.06,0.053333
table,caption_ngram,1,final,28,0.012022,15,0.06,0.058333
table,caption_ngram,1,rows,28,0.012022,16,0.064,0.063333
table,caption_ngram,1,fixed,28,0.012022,15,0.06,0.065
table,caption_ngram,1,including,27,0.011593,21,0.084,0.08
table,caption_ngram,1,was,27,0.011593,16,0.064,0.063333
table,caption_ngram,1,also,27,0.011593,18,0.072,0.066667
table,caption_ngram,1,gpu,27,0.011593,20,0.08,0.081667
table,caption_ngram,1,perplexity,27,0.011593,11,0.044,0.043333
table,caption_ngram,1,ours,27,0.011593,13,0.052,0.05
table,caption_ngram,1,ood,27,0.011593,11,0.044,0.045
table,caption_ngram,1,class,26,0.011164,5,0.02,0.018333
table,caption_ngram,1,sample,26,0.011164,20,0.08,0.078333
table,caption_ngram,1,format,26,0.011164,7,0.028,0.028333
table,caption_ngram,1,measured,26,0.011164,17,0.068,0.068333
table,caption_ngram,1,architecture,26,0.011164,24,0.096,0.095
table,caption_ngram,1,noise,26,0.011164,10,0.04,0.038333
table,caption_ngram,1,marked,26,0.011164,16,0.064,0.065
table,caption_ngram,1,rank,26,0.011164,14,0.056,0.056667
table,caption_ngram,1,classification,26,0.011164,11,0.044,0.045
table,caption_ngram,1,visual,26,0.011164,16,0.064,0.056667
table,caption_ngram,1,generalization,26,0.011164,18,0.072,0.076667
table,caption_ngram,1,backbone,26,0.011164,12,0.048,0.05
table,caption_ngram,1,space,26,0.011164,10,0.04,0.038333
table,caption_ngram,1,steering,26,0.011164,5,0.02,0.023333
table,caption_ngram,1,percentage,25,0.010734,18,0.072,0.068333
table,caption_ngram,1,layers,25,0.010734,11,0.044,0.048333
